Date_Time,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,Load_Type
01-01-2018 18:15,4,0,8.96,0,100,40.77,65700,Light_Load
01-01-2018 18:30,3.42,0,13.5588497094604,0,100,53.01,66600,Light_Load
01-01-2018 18:45,3.67,0,,0,186.418048350747,40.413505819575,67500,Light_Load
01-01-2018 19:00,4.07,0,22.57,0,100,17.75,68400,Light_Load
01-01-2018 19:15,6.35945234309422,0,17.39,0,100,,69300,Light_Load
01-01-2018 19:30,3.85,0,20.74,0,100,18.25,70200,Light_Load
01-01-2018 19:45,3.96,0,20.88,0,100,29.015330670871,71100,Light_Load
01-01-2018 20:00,3.56,0,,0,100,20.1,72000,Light_Load
01-01-2018 20:15,4.03,0,22.54,0,100,45.602749047909,72900,Light_Load
01-01-2018 20:30,3.74,0,19.55,0,100,45.3559378506158,73800,Light_Load
01-01-2018 20:45,3.56,0,17.42,0,100,20.02,74700,Light_Load
01-01-2018 21:00,4.21,0,24.26,0,100,36.1275950684897,75600,Light_Load
01-01-2018 21:15,3.56,0,17.75,0,100,19.66,76500,Light_Load
01-01-2018 21:30,,0,17.42,0,182.719374087527,19.86,77400,Light_Load
01-01-2018 21:45,4.25,0,25.2,0,100,16.63,78300,Light_Load
01-01-2018 22:00,3.53,0,17.5,0,100,,79200,Light_Load
01-01-2018 22:15,3.56,1.44,,0,92.7,33.3,80100,Light_Load
01-01-2018 22:30,3.67,6.98036139494594,0,0,65.71,100,81000,Light_Load
01-01-2018 22:45,3.24,3.35,0,0,69.52,100,81900,Light_Load
01-01-2018 23:00,3.53,3.74,0,0,68.64,100,82800,Light_Load
01-01-2018 23:15,3.53,9.6123626607625,0,0,71.82,100,83700,Light_Load
01-01-2018 23:30,3.24,2.95,0,0,117.036714846694,100,84600,Light_Load
01-01-2018 23:45,,6.40641113414547,0,0,67.97,100,85500,Light_Load
01-01-2018 00:00,3.42,3.46,0,0,70.3,291.498190421211,0,Light_Load
02-01-2018 00:15,3.2,3.1,0,0,71.82,100,900,Light_Load
02-01-2018 00:30,3.85,,0,0,64.1,100,1800,Light_Load
02-01-2018 00:45,3.28,3.67,0,0,66.64,100,2700,Light_Load
02-01-2018 01:00,3.35,3.6,0,,68.12,,3600,Light_Load
02-01-2018 01:15,3.89,4.72,0,0,63.6,263.890135939047,4500,Light_Load
02-01-2018 01:30,3.28,3.53,,0,68.07,100,5400,Light_Load
02-01-2018 01:45,3.46,3.96,0,0,120.598452271271,229.777923442856,,Light_Load
02-01-2018 02:00,3.78,4.82,0,0,61.71,,7200,Light_Load
02-01-2018 02:15,3.31,3.53,0,0,68.4,280.22786565783,8100,Light_Load
02-01-2018 02:30,3.6,4.36,0,0,63.67,100,9000,Light_Load
02-01-2018 02:45,3.64,4.39,0,0,63.83,100,9900,Light_Load
02-01-2018 03:00,3.28,8.10708671545053,0,0,66.24,100,26606.5109560381,Light_Load
02-01-2018 03:15,3.71,8.80412388184184,0,0,97.9645052958574,100,11700,Light_Load
02-01-2018 03:30,3.56,4.03,0,0,66.21,100,,Light_Load
02-01-2018 03:45,3.24,3.49,0,0,68.04,100,13500,Light_Load
02-01-2018 04:00,3.89,4.64,0,0,64.25,100,14400,Light_Load
02-01-2018 04:15,3.28,8.8418865001464,0,0,69.22,100,15300,Light_Load
02-01-2018 04:30,3.28,6.6532341700795,0,0,68.48,100,16200,Light_Load
02-01-2018 04:45,3.96,4.68,,0,64.59,100,17100,Light_Load
02-01-2018 05:00,3.24,3.42,0,0,68.77,100,18000,Light_Load
02-01-2018 05:15,10.3798722334943,3.78,0,0,67.52,100,18900,Light_Load
02-01-2018 05:30,3.67,4.07,0,0,66.97,100,19800,Light_Load
02-01-2018 05:45,3.24,3.42,,0,68.77,100,20700,Light_Load
02-01-2018 06:00,3.67,3.96,0,0,67.97,,21600,Light_Load
02-01-2018 06:15,3.53,3.78,0,0,68.25,100,22500,Light_Load
02-01-2018 06:30,3.2,3.24,0,0,70.27,100,23400,Light_Load
02-01-2018 06:45,3.78,4.07,0,0,68.05,100,24300,Light_Load
02-01-2018 07:00,3.35,3.35,0,0,70.71,100,25200,Light_Load
02-01-2018 07:15,3.53,3.49,0,0,71.11,,39426.5215919982,Light_Load
02-01-2018 07:30,6.3,4.57,0,0,80.95,100,27000,Light_Load
02-01-2018 07:45,6.05,4.79,0,0,78.4,100,27900,Light_Load
02-01-2018 08:00,6.73,4.54,0,0,128.95042091731,100,28800,Light_Load
02-01-2018 08:15,29.02,18.83,0.07,0,83.89,100,29700,Light_Load
02-01-2018 08:30,46.19,28.66,0,0,84.97,100,30600,Light_Load
02-01-2018 08:45,52.06,35.32,0,0,209.58731626005,100,31500,Light_Load
02-01-2018 09:00,56.2,,0.11,0,97.6,100,32400,Light_Load
02-01-2018 09:15,56.84,8.32,0,0,151.621086827436,100,33300,Medium_Load
02-01-2018 09:30,51.26,4.54,0.94,0,99.61,99.98,34200,Medium_Load
02-01-2018 09:45,48.13,2.34,1.15,0,99.88,99.97,35100,Medium_Load
02-01-2018 10:00,52.81,7.06,0.54,0,161.286481538338,99.99,36000,Medium_Load
02-01-2018 10:15,54.79,7.52,0.34603462335475,0,99.07,100,36900,Maximum_Load
02-01-2018 10:30,,20.6925009103728,0.180822987105963,0,98.79,100,,Maximum_Load
02-01-2018 10:45,80.21,32.4,0,0,92.72,100,38700,Maximum_Load
02-01-2018 11:00,169.177730284523,25.49,0,0,262.378567774263,100,39600,Maximum_Load
02-01-2018 11:15,128.52,70.85,0,0,87.57,100,40500,Maximum_Load
02-01-2018 11:30,144.47,78.48,0,0,,100,41400,Maximum_Load
02-01-2018 11:45,90.86,54.29,0,0,85.84,100,111827.44568817,Maximum_Load
02-01-2018 12:00,123.3,66.06,0,0,88.15,100,43200,Maximum_Load
02-01-2018 12:15,31.5334526313221,5.54,18.9,0,96.09,71.3,44100,Medium_Load
02-01-2018 12:30,8.46,0,25.92,0,100,31.03,45000,Medium_Load
02-01-2018 12:45,8.24,0,25.34,0,100,30.92,45900,Medium_Load
02-01-2018 13:00,8.03,0,25.49,0,100,30.05,46800,Medium_Load
02-01-2018 13:15,79.67,,6.52,0,94.6,99.67,47700,Medium_Load
02-01-2018 13:30,97.85,46.8,0,0,90.21,100,48600,Medium_Load
02-01-2018 13:45,124.45,49.79,0,0,92.85,100,49500,Medium_Load
02-01-2018 14:00,108.61,43.34,0,0,92.88,100,50400,Medium_Load
02-01-2018 14:15,123.12,55.26,0,0,91.23,100,51300,Medium_Load
02-01-2018 14:30,129.1,53.5,0,0,92.38,100,52200,Medium_Load
02-01-2018 14:45,82.08,27.58,0,0,94.79,100,92894.4493773398,Medium_Load
02-01-2018 15:00,143.89,60.91,0,0,249.15230927919,100,54000,Medium_Load
02-01-2018 15:15,86.9,34.27,0,0,93.03,100,54900,Medium_Load
02-01-2018 15:30,141.44,62.57,0,0,91.45,100,55800,Medium_Load
02-01-2018 15:45,116.53,52.88,0,0,91.06,100,56700,Medium_Load
02-01-2018 16:00,129.31,61.16,0,0,256.873134065924,100,57600,Medium_Load
02-01-2018 16:15,136.44,125.4964866549,0,0,92.33,100,58500,Medium_Load
02-01-2018 16:30,85.72,34.85,0,0,92.64,100,59400,Medium_Load
02-01-2018 16:45,147.46,65.27,0,0,91.44,100,172574.55836484,Medium_Load
02-01-2018 17:00,86.94,30.78,0,0,195.604871913325,100,61200,Medium_Load
02-01-2018 17:15,67.25,25.81,0,0,93.36,100,62100,Maximum_Load
02-01-2018 17:30,115.78,50.04,0,0,198.604207935947,100,63000,Maximum_Load
02-01-2018 17:45,113.11,34.63,0,0,95.62,100,63900,Maximum_Load
02-01-2018 18:00,174.11683989101,11.74,1.04,0,98.85,99.99,64800,Maximum_Load
02-01-2018 18:15,41.9,15.23,0.14,0,93.98,100,157359.179027705,Maximum_Load
02-01-2018 18:30,37.4,35.32638937096,0,0,88.24,100,66600,Maximum_Load
02-01-2018 18:45,40.25,8.82,0.5,0,97.68,99.99,67500,Maximum_Load
02-01-2018 19:00,34.92,1.98,1.58,0,99.84,99.9,68400,Maximum_Load
02-01-2018 19:15,41.36,15.2064438504748,0.43,0,98.81,99.99,69300,Maximum_Load
02-01-2018 19:30,35.96,2.52,1.37,0,99.76,99.93,138653.259991221,Maximum_Load
02-01-2018 19:45,39.42,11.4773848264691,1.22175922229143,0,99.11,99.99,71100,Maximum_Load
02-01-2018 20:00,38.16,4.68,0.5,0,99.26,99.99,72000,Maximum_Load
02-01-2018 20:15,33.23,1.51,3.96,0,99.9,99.3,72900,Medium_Load
02-01-2018 20:30,25.88,0,12.13,0,100,90.55,73800,Medium_Load
02-01-2018 20:45,10.84,0,23.22,0,100,42.3,74700,Medium_Load
02-01-2018 21:00,9.29,0,23.51,0,100,36.75,75600,Medium_Load
02-01-2018 21:15,6.98,0,25.16,0,291.61151656656,26.73,76500,Medium_Load
02-01-2018 21:30,14.6861028693568,0,26.5,0,100,18.93,77400,Medium_Load
02-01-2018 21:45,5.08,0,26.42,0,100,18.88,78300,Medium_Load
02-01-2018 22:00,5.04,0,26.46,0,100,18.71,211662.16355628,Medium_Load
02-01-2018 22:15,4.93,5.40506585969921,15.44,0,93.69,30.42,80100,Maximum_Load
02-01-2018 22:30,13.1635881068206,5.22,0,0,66.44,286.985252511452,81000,Maximum_Load
02-01-2018 22:45,4.68,13.7032994402938,0,0,67.04,100,81900,Maximum_Load
02-01-2018 23:00,4.68,5.11,0,0,67.54,100,82800,Maximum_Load
02-01-2018 23:15,4.57,4.54,0,0,70.94,183.388405197553,83700,Light_Load
02-01-2018 23:30,4.57,4.25,0,0,73.23,100,84600,Light_Load
02-01-2018 23:45,4.54,4.25,0,0,73,100,85500,Light_Load
02-01-2018 00:00,4.61,4.21,0,0,73.84,100,0,Light_Load
03-01-2018 00:15,4.61,4.61,0,0,70.71,100,1630.55634898048,Light_Load
03-01-2018 00:30,4.61,4.54,0,0,71.25,100,1800,Light_Load
03-01-2018 00:45,4.57,8.3791350120593,0,0,71.25,100,2700,Light_Load
03-01-2018 01:00,4.57,,0,0,70.4,100,6365.58360144018,Light_Load
03-01-2018 01:15,4.64,4.46,0,0,72.1,100,4500,Light_Load
03-01-2018 01:30,4.64,4.57,0,0,71.25,100,5400,Light_Load
03-01-2018 01:45,,4.79,0,0,69.34,100,6300,Light_Load
03-01-2018 02:00,4.57,4.5,0,0,71.25,100,7200,Light_Load
03-01-2018 02:15,4.61,4.39,0,0,72.42,100,8100,Light_Load
03-01-2018 02:30,9.37047751378704,4.75,0,0,69.88,100,19440.3724850353,Light_Load
03-01-2018 02:45,4.64,4.75,0,0,69.88,100,9900,Light_Load
03-01-2018 03:00,4.57,4.75,,0,69.33,100,10800,Light_Load
03-01-2018 03:15,4.64,5.11,0,0,67.22,100,11700,Light_Load
03-01-2018 03:30,4.64,4.72,0,0,136.4101421883,100,30473.831472648,Light_Load
03-01-2018 03:45,4.68,4.68,0,0,70.71,220.99059797414,13500,Light_Load
03-01-2018 04:00,4.57,4.46,0,0,71.57,100,14400,Light_Load
03-01-2018 04:15,13.1288762155201,4.32,0,0,72.44,100,15300,Light_Load
03-01-2018 04:30,4.61,4.46,0,0,164.079542417479,194.831260492584,16200,Light_Load
03-01-2018 04:45,4.57,4.32,0,0,72.67,100,40417.1881112986,Light_Load
03-01-2018 05:00,4.61,4.32,0,0,72.97,100,,Light_Load
03-01-2018 05:15,,11.7843530576034,0,0,73.89,100,18900,Light_Load
03-01-2018 05:30,4.57,12.1153064100874,0,0,73.55,100,19800,Light_Load
03-01-2018 05:45,4.57,4.43,0,0,71.8,100,20700,Light_Load
03-01-2018 06:00,4.57,4.5,0,0,151.666122867228,100,21600,Light_Load
03-01-2018 06:15,10.356541508208,4.61,0,,70.94,100,22500,Light_Load
03-01-2018 06:30,4.57,,0,0,158.460359836653,,23400,Light_Load
03-01-2018 06:45,4.61,4.54,0,0,71.25,100,24300,Light_Load
03-01-2018 07:00,4.54,4.28,0,0,72.76,100,25200,Light_Load
03-01-2018 07:15,4.46,4.18,0,0,72.96,100,26100,Light_Load
03-01-2018 07:30,6.12,4.25,0,0,82.14,100,68879.9018068389,Light_Load
03-01-2018 07:45,7.92,4.68,0,0,86.09,100,27900,Light_Load
03-01-2018 08:00,9.58,4.36,0,0,222.468893612051,100,28800,Light_Load
03-01-2018 08:15,37.01,21.56,0,0.02,86.41,184.481715436689,29700,Light_Load
03-01-2018 08:30,,35.86,0,0.03,90.13,100,30600,Light_Load
03-01-2018 08:45,109.48,53.32,,0.05,89.9,100,31500,Light_Load
03-01-2018 09:00,105.08,31.82,0,0.05,95.71,295.060926737362,32400,Light_Load
03-01-2018 09:15,121.79,41.26,0,0.06,94.71,100,33300,Medium_Load
03-01-2018 09:30,114.48,30.24,0,0.05,96.68,100,34200,Medium_Load
03-01-2018 09:45,,21.96,0,0.0671658772132207,95.89,100,35100,Medium_Load
03-01-2018 10:00,54.32,7.13,0.0906194417431353,0.02,99.15,100,36000,Medium_Load
03-01-2018 10:15,75.17,54.012348855607,0,0.03,94.87,100,36900,Maximum_Load
03-01-2018 10:30,58.07,12.24,0,0.0724384518971164,97.85,100,37800,Maximum_Load
03-01-2018 10:45,67.03,15.08,,0.03,97.56,100,38700,Maximum_Load
03-01-2018 11:00,74.59,,0.04,0.03,,100,39600,Maximum_Load
03-01-2018 11:15,57.56,23.9,0,0.03,92.36,100,40500,Maximum_Load
03-01-2018 11:30,78.62,48.06,0,0.04,85.32,,41400,Maximum_Load
03-01-2018 11:45,122.598734008566,44.17,0,0.03,84.28,100,42300,Maximum_Load
03-01-2018 12:00,74.05,44.78,0,0.03,85.57,100,43200,Maximum_Load
03-01-2018 12:15,11.27,0.5,20.45,0.01,99.9,117.000727349249,44100,Medium_Load
03-01-2018 12:30,8.21,0,26.21,0,100,72.2295059561619,45000,Medium_Load
03-01-2018 12:45,22.5328731391888,0,25.56,0,273.042348966881,30.34,45900,Medium_Load
03-01-2018 13:00,7.7,0,25.74,0,100,28.66,46800,Medium_Load
03-01-2018 13:15,51.26,21.38,6.08,0.02,92.29,99.3,47700,Medium_Load
03-01-2018 13:30,128.82443223458,13.64,0,0.02,96.81,100,48600,Medium_Load
03-01-2018 13:45,55.84,17.24,0,0.03,95.55,100,49500,Medium_Load
03-01-2018 14:00,57.2,17.32,0,0.03,95.71,100,50400,Medium_Load
03-01-2018 14:15,76.57,30.6,0,0.04,92.86,,51300,Medium_Load
03-01-2018 14:30,61.13,20.45,0,0.03,94.83,100,52200,Medium_Load
03-01-2018 14:45,66.74,,0,0.0747804044817911,92.98,100,53100,Medium_Load
03-01-2018 15:00,55.8,16.42,,0.03,95.93,100,96432.3896378052,Medium_Load
03-01-2018 15:15,57.46,47.6262653049297,0,0.0541150595657491,95.31,100,54900,Medium_Load
03-01-2018 15:30,71.28,28.08,0,0.03,93.04,193.396763374329,55800,Medium_Load
03-01-2018 15:45,73.15,28.62,0,0.03,93.13,100,56700,Medium_Load
03-01-2018 16:00,68.98,25.81,0,0.03,93.66,166.687396987211,57600,Medium_Load
03-01-2018 16:15,85,27.79,0,0.04,95.05,100,58500,Medium_Load
03-01-2018 16:30,116.53,41.9,0,0.05,94.1,100,59400,Medium_Load
03-01-2018 16:45,118.62,39.06,0,0.05,94.98,100,60300,Medium_Load
03-01-2018 17:00,105.05,35.64,0,0.05,94.7,100,61200,Medium_Load
03-01-2018 17:15,140.51,52.96,0,0.06,93.57,100,62100,Maximum_Load
03-01-2018 17:30,114.01,41.15,0,0.05,94.06,100,63000,Maximum_Load
03-01-2018 17:45,125.96,39.2,0,0.06,95.48,100,63900,Maximum_Load
03-01-2018 18:00,73.62,13.25,1.69,0.03,98.42,,64800,Maximum_Load
03-01-2018 18:15,36.22,12.74,0.54,0.02,94.33,99.99,65700,Maximum_Load
03-01-2018 18:30,39.82,18.43,0,0.02,90.75,100,66600,Maximum_Load
03-01-2018 18:45,37.08,4.18,1.94,0.02,99.37,99.86,67500,Maximum_Load
03-01-2018 19:00,42.98,5.47,0.18,0.02,99.2,100,68400,Maximum_Load
03-01-2018 19:15,37.94,0.86,1.58,0.02,99.97,99.91,69300,Maximum_Load
03-01-2018 19:30,39.71,3.74,2.11678099157813,0.02,168.842418951253,99.98,70200,Maximum_Load
03-01-2018 19:45,43.2,5.69,0.18,0.02,99.14,100,175339.037268761,Maximum_Load
03-01-2018 20:00,37.33,1.19,1.66,0.02,99.95,99.9,72000,Maximum_Load
03-01-2018 20:15,41,5.62,0.54,0.02,99.07,99.99,72900,Medium_Load
03-01-2018 20:30,37.3,2.88,1.22,0.0478541647408436,99.7,99.95,73800,Medium_Load
03-01-2018 20:45,32.72,5.8505212138338,6.98,0.02,99.81,97.8,74700,Medium_Load
03-01-2018 21:00,9.83,0,23.83,0,100,38.13,75600,Medium_Load
03-01-2018 21:15,7.96,0,24.8,0,100,30.56,76500,Medium_Load
03-01-2018 21:30,5.44,0,26.82,0,100,19.88,77400,Medium_Load
03-01-2018 21:45,5.11,0,26.78,0,100,33.6360048101231,78300,Medium_Load
03-01-2018 22:00,5.18,0,26.78,0,100,18.99,79200,Medium_Load
03-01-2018 22:15,4.97,1.91,15.16,0,93.34,31.15,205034.353381477,Maximum_Load
03-01-2018 22:30,,5.26,0,0,161.615090968471,100,219828.765745352,Maximum_Load
03-01-2018 22:45,4.64,5.15,,0,66.94,100,141532.66172885,Maximum_Load
03-01-2018 23:00,4.64,4.97,0,0,68.24,100,143806.279017416,Maximum_Load
03-01-2018 23:15,4.72,4.39,0,0,126.697873228392,100,83700,Light_Load
03-01-2018 23:30,4.61,4.25,0,0,73.52,100,84600,Light_Load
03-01-2018 23:45,4.57,4.43,0,0,71.8,100,85500,Light_Load
03-01-2018 00:00,4.57,4.5,0,0,,100,0,Light_Load
04-01-2018 00:15,4.61,4.57,0,0,,100,900,Light_Load
04-01-2018 00:30,4.64,4.57,0,0,71.25,100,1800,Light_Load
04-01-2018 00:45,4.64,4.68,0,0,70.41,100,2700,Light_Load
04-01-2018 01:00,4.61,4.79,0,0,114.230240374888,,6915.70104877064,Light_Load
04-01-2018 01:15,4.61,4.64,0,0,166.965356571366,100,4500,Light_Load
04-01-2018 01:30,4.61,14.2745260868878,0,0,147.222313590337,100,8187.71476692184,Light_Load
04-01-2018 01:45,4.68,4.64,0,0,71.01,100,6300,Light_Load
04-01-2018 02:00,4.64,4.79,0,0,69.58,100,7200,Light_Load
04-01-2018 02:15,4.61,4.75,0,0,207.67698787103,263.972569187,8100,Light_Load
04-01-2018 02:30,4.64,4.9,0,0,68.76,100,9000,Light_Load
04-01-2018 02:45,4.61,4.9,0,0,68.52,100,9900,Light_Load
04-01-2018 03:00,4.68,4.93,0,0,,,10800,Light_Load
04-01-2018 03:15,4.68,5,0,0,68.34,168.934500036026,11700,Light_Load
04-01-2018 03:30,4.61,4.86,0,0,68.82,100,12600,Light_Load
04-01-2018 03:45,4.61,4.86,0,0,,100,13500,Light_Load
04-01-2018 04:00,4.68,5.15,0,0,67.25,100,36697.7331309926,Light_Load
04-01-2018 04:15,4.61,4.72,0,0,69.87,,15300,Light_Load
04-01-2018 04:30,4.64,4.72,0,0,70.1,100,16200,Light_Load
04-01-2018 04:45,4.64,4.54,0,0,71.48,100,17100,Light_Load
04-01-2018 05:00,4.61,4.64,0,0,70.48,100,18000,Light_Load
04-01-2018 05:15,,4.5,0,0,71.56,100,18900,Light_Load
04-01-2018 05:30,4.64,4.5,0,0,157.817635972723,100,19800,Light_Load
04-01-2018 05:45,4.61,4.39,0,0,72.42,100,20700,Light_Load
04-01-2018 06:00,4.61,4.54,0,0,71.25,100,21600,Light_Load
04-01-2018 06:15,4.61,4.64,0,0,70.48,100,22500,Light_Load
04-01-2018 06:30,4.64,4.82,0,0,69.35,100,52321.3710996477,Light_Load
04-01-2018 06:45,,4.68,0,0,69.86,100,24300,Light_Load
04-01-2018 07:00,4.64,4.57,0,0,71.25,100,25200,Light_Load
04-01-2018 07:15,4.54,4.61,0,0,70.17,100,26100,Light_Load
04-01-2018 07:30,5.36,4.79,0,0,74.56,100,27000,Light_Load
04-01-2018 07:45,7.06,4.9,0,0,82.15,191.050439802243,27900,Light_Load
04-01-2018 08:00,7.81,4.68,0,0,85.78,100,28800,Light_Load
04-01-2018 08:15,83.23,122.461070053288,0,0.04,84.93,100,29700,Light_Load
04-01-2018 08:30,136.19,148.537778699255,0,0.06,153.066621494683,100,,Light_Load
04-01-2018 08:45,108.29,75.82,0,0.05,81.92,100,31500,Light_Load
04-01-2018 09:00,131.18,53.6,0,0.06,92.57,245.475051476964,32400,Light_Load
04-01-2018 09:15,136.04,56.7,0,0.06,92.3,100,33300,Medium_Load
04-01-2018 09:30,,79.2280547924798,0,0.06,94.06,100,34200,Medium_Load
04-01-2018 09:45,132.84,53.53,0,0.06,92.75,100,35100,Medium_Load
04-01-2018 10:00,111.49,,0,0.0913972329726283,94.35,100,36000,Medium_Load
04-01-2018 10:15,124.78,38.95,,0.06,95.46,251.679430450557,36900,Maximum_Load
04-01-2018 10:30,96.66,72.5762734482214,0,0.04,95.25,100,37800,Maximum_Load
04-01-2018 10:45,128.81,41.04,0,0.06,95.28,100,,Maximum_Load
04-01-2018 11:00,225.230506430882,,0,0.04,93.81,100,39600,Maximum_Load
04-01-2018 11:15,104.8,59.04,0,0.05,131.532393439457,100,40500,Maximum_Load
04-01-2018 11:30,131.83,165.175863273566,0,0.06,90.7,,41400,Maximum_Load
04-01-2018 11:45,113.11,60.19,0,0.05,148.5732401859,100,42300,Maximum_Load
04-01-2018 12:00,128.05,60.55,0,0.06,90.4,100,43200,Maximum_Load
04-01-2018 12:15,14.15,3.78,18.79,0.0156070351151208,96.61,60.16,44100,Medium_Load
